,SUCEPTIBLE HOST,INFECTED HOST,RECOVERED HOST,SUCEPTIBLE VECTOR 1,SUCEPTIBLE VECTOR 2,SUCEPTIBLE VECTOR 3,SUCEPTIBLE VECTOR 4,SUCEPTIBLE VECTOR 5,SUCEPTIBLE VECTOR 6,INFECTED VECTOR 1,INFECTED VECTOR 2,INFECTED VECTOR 3,INFECTED VECTOR 4,INFECTED VECTOR 5,INFECTED VECTOR 6
15,966.5278274059706,133.2982644602158,0.17390813381762457,9583.644922162131,9618.816270708616,9549.597368546232,9480.99215565122,9480.878769876432,9584.873204891403,990.4326385949818,990.4456136481662,990.4199480134359,990.3944379889376,990.3944093470697,990.4329499920017
16,964.3676524602059,135.4451974124496,0.18715012734851103,9557.620276795744,9595.061122202678,9521.452819044585,9448.539574788241,9448.411023246701,9559.011480907315,989.857744882847,989.8726567135093,989.8431815874079,989.8138970472135,989.8138619396814,989.8581262844167
17,962.2160848705425,137.58332338221174,0.20059174724986406,9531.798100479888,9571.499738354913,9493.528136592651,9416.337632561468,9416.193020542873,9533.361585825827,989.2902679133749,989.3072691486436,989.2736886380757,989.2403387813747,989.2402962592264,989.2907295153731
18,960.0730730694884,139.7126950343181,0.2142318961976526,9506.176079597924,9548.129921490132,9465.82078815624,9384.383398091704,9384.221840017924,9507.92108192388,988.7301328478435,988.749379205672,988.7113919631396,988.6736809267578,988.6736299665206,988.7306856317535
19,957.9385659823384,141.83336453437448,0.22806948329131635,9480.751935251872,9524.949506992236,9438.328279001546,9352.67398523831,9352.49460450682,9482.687568545716,988.1772657769126,988.1989160245761,988.1562153447242,988.1138423065149,988.1137818087082,988.177921523619
20,955.8125130196621,143.94538355635092,0.24210342399131446,9455.523422479346,9501.956362557848,9411.0481518252,9321.206551573268,9321.008480404402,9457.658681256735,987.6315937032657,987.6558096166672,987.6080835307031,987.5607428105217,987.5606715982178,987.6323650062681
21,953.6948640780433,146.04880328184893,0.25633264011190404,9430.488330575346,9479.148388503834,9383.977987117221,9289.97829881789,9289.760678100301,9432.832092200533,987.0930445461399,987.1199908689011,987.0669222397667,987.0143034014022,987.0142202187637,987.0939448251683
22,951.585569550642,148.14367438948224,0.27075605987983764,9405.644484726257,9456.52351932655,9357.1154049882,9258.986475016485,9258.748454144277,9408.205511884902,986.561547171856,986.5913915729777,986.5326581946907,986.4744461527646,986.4743496634676,986.5625906880572
23,949.4845802868124,150.2300470955407,0.28537261765112815,9380.989740837185,9434.079718768253,9330.458059401262,9228.228367700074,9227.969104435762,9383.77668355568,986.0370312894755,986.0699443258742,986.0052190093154,985.9410941203597,985.9409829063582,986.0382331561133
24,947.3918475967632,152.30797114931076,0.3001812539301425,9356.521986377573,9411.814980624318,9304.00363911953,9197.7013050165,9197.419965349582,9359.543384124228,985.5194274657111,985.5555825440538,985.4845332048702,985.4141713609654,985.4140439211949,985.5208036597332
25,945.307323245692,154.3774958389941,0.31518091531803305,9332.239139820202,9389.727328208688,9277.749867084021,9167.40265499857,9167.098413006772,9335.503423563176,985.0086671119623,985.0482404511055,984.9705301960678,984.8936029167422,984.8934576658581,985.0102344851858
26,943.2309594501357,156.4386699953931,0.3303705544752524,9308.139150381094,9367.814814106376,9251.694500127289,9137.329825230507,9137.001862942188,9311.654644629853,984.5046824772334,984.5478530709906,984.4631402835809,984.3793148068869,984.3791500740151,984.506458767416
27,941.1627088882954,158.4915419815343,0.3457491301744298,9284.219999645098,9346.075521724866,9225.835330791168,9107.480265010403,9107.12777225866,9287.994924643328,984.0074066780719,984.0543562565776,983.9622946866905,983.8712340651898,983.8710480925666,984.0094105215534
28,939.1025246700998,160.53615972281148,0.3613156070928755,9260.479697757972,9324.50756166211,9200.170183081656,9077.851460320559,9077.473634616297,9264.522171344133,983.5167736218343,983.5676866164935,983.4679254601816,983.3692886453191,983.36907958718,983.5190245628955
29,937.050360336146,162.57257070806625,0.3770689557918348,9236.916283515604,9303.109071792282,9174.696912572344,9048.440933956297,9048.036980360725,9241.234322998127,983.0327180064626,983.0877815149055,982.9799654942615,982.8734074209775,982.8731733424361,983.0352365068819
30,935.0061698532966,164.60082199403342,0.39300815267412065,9213.527824002034,9281.878216921083,9149.41340600437,9019.246245057573,9018.815376056353,9218.129348008999,982.5551753114011,982.6145790628622,982.498348504866,982.3835201750741,982.383259051022,982.5579827598073
31,932.9699076113611,166.62096020869353,0.40913217994939455,9190.312414362426,9260.81318856977,9124.317581036627,8990.264988818242,8989.806424196673,9195.205244677149,982.0840817912547,982.1480181122436,982.0230090269304,981.8995575922703,981.8992673062883,982.0872005123861
32,930.9415284248162,168.63303154955483,0.42544002563305977,9167.268178236716,9239.912205389384,9099.407386732624,8961.494797068388,8961.007763784295,9172.460041677195,981.6193744825669,981.6880382622205,981.553882421882,981.4214512677543,981.4211296109912,981.6228277470163
33,928.9209875251834,170.63708179133792,0.4419306834828225,9144.393266968073,9219.173512406282,9074.680802681265,8932.933337237664,8932.417069298117,9149.891797202874,981.1609911862663,981.2345798425189,981.0909048587588,980.9491336859198,980.9487783560205,981.1648032196413
34,926.9082405416189,172.6331563055287,0.4586031528565746,9121.685857264783,9198.595378792457,9050.135836393227,8904.578309275115,8904.032047624672,9127.498596429825,980.7088704194015,980.7875838674067,980.6340132620347,980.4825381610555,980.4821467612394,980.7130664095466
35,924.903243503477,174.6213000578102,0.475456438716923,9099.144151744726,9178.176098385467,9025.770523911364,8876.427446377886,8875.850438784017,9105.278552113617,980.2629514241191,980.3469920442503,980.1831453214975,980.021598848841,980.0211688869421,980.2675575289219
36,922.9059528346207,176.60155761380275,0.49248955158066765,9076.766378395349,9157.913989173896,9001.58292921193,8848.478514286884,8847.870015227958,9083.229804008166,979.8231741551309,979.9127467615638,979.7382394788079,979.5662507312322,979.5657796187699,979.8282175099603
37,920.9163253653157,178.57397312710165,0.5097015075867884,9054.550792257189,9137.807394903311,8977.571146083854,8820.729313517186,8820.088584061943,9061.35052070007,979.3894793124335,979.4847911201952,979.2992349630699,979.1164296572059,979.1159147083417,979.3949880391408
38,918.9343183109859,180.53859036067718,0.5270913283410674,9032.495672918283,9117.854682687243,8953.733295339376,8793.17767605947,8792.503983758874,9039.638896891458,978.9618082887524,979.0630688832252,978.8660717340429,978.6720722782433,978.6715107088996,978.9678115026019
39,916.9598892607421,182.49545269843546,0.5446580408265752,9010.599323244653,9098.054241796943,8930.067523402264,8765.821463712897,8765.114082498189,9018.093152025835,978.5401031421382,978.6475244498433,978.4386904525958,978.2331160148633,978.2325049419228,978.546630957741
40,914.9929961789853,184.44460314361652,0.5624006774022776,8988.860069764241,9078.404484027991,8906.572002738767,8738.65856860033,8737.916778679046,8996.711530710465,978.1243066022145,978.2381028612984,978.0170324876076,977.7994990646919,977.7988355051677,978.1313901398966
41,913.0335974004083,186.38608432383876,0.5803182757571349,8967.276262216676,9058.903843271402,8883.244931358913,8711.686912582596,8710.910000336702,8975.492302232424,977.7143620594383,977.8347497906597,977.6010399044699,977.3711603895651,977.3704412597983,977.7220334513215
42,911.0816516251293,188.3199384960097,0.5984098788650928,8945.846273120327,9039.5507751012,8860.084532337089,8684.904446695562,8684.091704581655,8954.433760093436,977.3102135547059,977.4374115329047,977.1906554539635,976.9480397030594,976.9472618179398,977.3185059505164
43,909.1371179139602,190.24620755110303,0.6166745349409605,8924.56849735664,9020.343756378488,8837.089053351869,8658.309150610077,8657.459877061503,8933.534221563536,976.9118057693045,977.0460349953375,976.7858225615105,976.5300774584476,976.52923753066,976.9207533419229
44,907.1999556852846,192.16493301731177,0.6351112974077582,8903.4413519431,9001.281285035386,8814.256766435703,8631.899032339788,8631.012531669814,8912.792027439027,976.5190840187994,976.66056769176,976.3864853206767,976.1172148414852,976.1163094807667,976.5287219697078
45,905.2701247288632,194.07615604615592,0.6537192249850688,8882.463277768413,8982.361881729952,8791.585969906993,8605.672130526735,8604.747712823148,8892.205543925464,976.1319942880355,976.2809577758359,975.992588531074,975.7093938135909,975.7084195258736,976.1423588542401
46,903.3475851793742,195.97991743914068,0.6724973814893258,8861.632736666108,8963.584087056273,8769.074985117672,8579.626510603486,8578.66349163742,8871.773159472627,975.750483168409,975.9071539812891,975.6040776307293,975.3065570352464,975.3055102219859,975.7616116270879
47,901.4322975142961,197.87625764989986,0.6914448358081524,8840.948211309362,8944.946461444591,8746.72215633852,8553.760264661445,8552.757965796622,8851.493284664708,975.3744978542585,975.5391056184607,975.2208986922941,974.9086478618609,974.907524819368,975.3864285274054
48,899.5242225544725,199.76521678363778,0.7105606618938239,8820.408205418376,8926.447585359483,8724.52585099221,8528.071511729857,8527.029259830726,8831.364352449033,975.0039861457899,975.176762577095,974.8429984263137,974.5156103476477,974.5144072664051,975.0167584051092
49,897.623321460723,201.64683460055275,0.7298439387283917,8800.01124351176,8908.086059063246,8702.484459379195,8502.558397455932,8501.475524796946,8811.384817871069,974.638896442427,974.8200753199978,974.4703241741563,974.1273892377693,974.1261022017605,974.6525507141114
50,895.729555730617,203.52115051909723,0.7492937502899062,8779.75587067862,8889.860502399022,8680.5963944267,8477.219093812293,8476.0949379882,8791.553157831922,974.2791777365775,974.4689948770915,974.1028239013939,973.743929960997,973.7425549470463,974.2937555059884
51,893.8428871954102,205.38820361907418,0.7689091855197402,8759.640652371354,8871.769554593677,8658.860091460767,8452.051798831762,8450.885702668822,8771.86787086834,973.9247796078172,974.123472839868,973.7404461916352,973.3651786228836,973.363711500008,973.9403234240848
52,891.9632780093922,207.24803265237182,0.7886893382401385,8739.664173167523,8853.81187307703,8637.274006828487,8427.054734978758,8425.846046451998,8752.32747581037,973.5756521972085,973.7834613369024,973.3831402188056,972.9910819743185,972.9895185031548,973.5922056768492
